Name,Location,Study Program,Sector,Rating,new_Rating,Cities
Helping Hand Institute Of Rehabilitation Sciences Mansehra,Karakuram Highway Data Morh Mansehra.,FSc Medical Lab Technology,Private,0*,0*,Mansehra
Cadet College Fateh Jang,"Civil Hospital Road, Near Power Plant Bhall Syedan, Fateh Jang",Fsc Pre Medical FSc Pre Engineering ICS,Private,4*,4*,Jang
IISAR Foundation School & Degree College Karachi,"B-41, Sector 15/A/5, Buffer zone, North Karachi",ICs Computer Science FSc Pre Engineering FSc Pre Medical ICom FA ACCA,Private,0*,0*,Karachi
Micro Inn Technologies VU Campus Shiekhupura,"16-Shami Road, Civil Lines, Sheikhupura.",CREO/PTC  Pro Engineering (Intermediate Level),Private,0*,0*,Sheikhupura
Garrison Boys High School and College,"Sarfraz Rafiqui Road, Lahore Cantt.",FSc Pre Engineering FSc Pre Medical ICS,Private,0*,0*,Lahore
Institute of Cost and Management Accountants of Pakistan (ICMAP) Hyderabad,Hyderabad,CMA,Private,0*,0*,Hyderabad
Govt Chaudhary Ilm Din Degree College Ali Pur Chatha,Govt Chaudhary Ilm Din Degree College Ali Pur Chatha Gujranwala,FA FSc Pre-Engineering FSc Pre-Medical ICS ICom FA General Science,Public,0*,0*,Gujrawala
SKANS School of Accountancy Peshawar,"5-New Arbab Colony, Behind Siyal Flats, Abdara Road, Peshawar.",ICom,Private,0*,0*,Peshawar
Punjab Group of Colleges Chichawatni,"Lahore-Multan Bypass Road, Chichawatni",FA ICS Computer Science FSc Pre Medical FSc Pre Engineering ICom FA General Science,Private,0*,0*,Chichawatni
Greenz Group of Colleges,"Near Jagna Stop, Main Sialkot Road, Gujranwala",FA FSc Pre Engineering FSc Pre Medical ICom,Private,0*,0*,Gujrawala
Concordia College Okara,"City Bypass G.T Road Okara, ",FA FSc Pre Engineering FSc Pre Medical ICS Computer Science IComFSc General Science,Private,0*,0*,Okara
Army Public School and College for Girls Rawalpindi,"Army Public School & College for Girls, 208 Hamayun Road, Rawalpindi Cantt",FA FSc Pre Engineering FSc Pre Medical ICS I.Com,Private,4*,4*,Rawalpindi
Vertex College of Science and Technology Battagram,"Behind DHQ Hospital, Forest Colony, K.P.K. ",FSc Medical Lab Technology Paramedical Diplomas FSc Pre Engineering FSc Pre Medical,Private,4.5*,4*,Battagram
Govt Degree College Boys Kot Radha Kishen Kasur,Govt Degree College Boys Kot Radha Kishen Kasur,FA FSc Pre-Engineering FSc Pre-Medical ICS ICom FA General Science,Public,0*,0*,Kasur
"Defence Authority Sheikh Khalifa Bin Zayed College, Karachi","DA SKBZ COLLEGE, Khayaban-e-Rahat, Phase VI, DHA, KARACHI-75500, ",ICs Computer Science FSc Pre Engineering FSc Pre Medical ICom,Private,0*,0*,KARACHI
"Chanab College of Commerce, Gujrat","Jalalpur Jattan Road Gujrat, ",FA ICS Computer Science FSc Pre Engineering FSc Pre Medical ICS Stats,Private,4*,4*,Gujrat
Govt Boys Degree College Kabirwala Khanewal,Kabirwala Khanewal,FA FSc Pre Engineering FSc Pre Medical ICS Computer Science ICom FA General Science ,Public,0*,0*,Khanewal
Govt Degree College Shahpur Sadar Sargodha,Govt Degree College Shahpur Sadar Sargodha,FA Fsc Pre Medical FSc Pre Engineering ICS Computer Science FA General Science,Public,5*,5*,Sargodha
"The Jinnah Educators College, Lahore","14-E2 Wapda Town, Lahore.",FA Fsc General Science ICS ICOM,Private,0*,0*,Lahore
Sialkot College of Commerce,"Railway Road, Sialkot, Punjab, ",FA FSc Pre Engineering FSc Pre Medical ICS Computer Science ICom,Private,1*,1*,Sialkot
Govt Syed Chiragh Shah Degree College For Women Kot Murad Khan Kasur,Govt Syed Chiragh Shah Degree College For Women Kot Murad Khan Kasur,FA FSc Pre Engineering FSc Pre Medical ICS,Public,0*,0*,Kasur
Govt College of Commerce Peoples Colony Faisalabad,Govt College of Commerce Peoples Colony Faisalabad,Icom Dcom FA FSc Pre-Engineering FSc Pre-Medical FA General Science ICS DBA,Public,4*,4*,Faisalabad
PAEC Model College Islamabad,"PAEC Model College, Pinstech Colony, Nilore (F.A), Islamabad",FA FSc Pre Engineering FSc Pre Medical ICS ICom,Public,0*,0*,Islamabad
Govt Degree College For Women Jhang City,Govt Degree College For Women Jhang City,FA Fsc Pre-Engineering FSc Pre-Medical ICS FA General Science,Public,3.25*,3*,Jhang
Chiltan College Of Business And Commerce Quetta,"Hari Kishan Street, Masjid Road, Quetta.",Dcom Fsc Pre Medical FSc Pre Engineering ICS Computer Science,Private,0*,0*,Quetta
Cadet College Wana Dera Ismail Khan,"Cadet College Wana, SWA C/O P.O.Box NO.31, GPO, Dera Ismail Khan",FSc Pre Medical FSc Pre Engineering FSc Pre Computer Science ICom ICs Computer Science FA,Private,0*,0*,Dera Ismail Khan
Islamia Modern Degree College Abbottabad,"Mansehra Road, Abbottabad",FA Fsc Pre Medical FSc Pre Engineering FSc Computer Science,Private,0*,0*,Abbottabad
"Mentors The Accounting Academy, Karachi","D-5,BLOCK H, North Nazimabad, Karachi (Near KFC Hyderi Branch)",ICom,Private,0*,0*,Karachi
Govt Shah Hussain Degree College Lahore,30-1-AII Township Lahore,Icom FA FA General science ICS FSc Pre Engineering FSc Pre Medical,Public,0*,0*,Lahore
Govt Degree College Bhimber,"Bhimber, District Mirpur, Azad Jammu & Kashmir",FA FSc Pre Engineering FSc Pre Medical ICS Computer Science ICom,Public,0*,0*,Kashmir
"Rangers Public College, Lahore",Zarrar Shaheed Road Lahore Cantt,FA Fsc Pre Engineering ICs Computer Science ICom FSc Pre Medical,Private,0*,0*,Lahore
Govt College For Women Farooq Colony Sargodha,Govt College For Women Farooq Colony Sargodha,FA Fsc Pre Medical FSc Pre Engineering ICS Computer Science ICom,Public,0*,0*,Sargodha
Govt Post Graduate College For Women Chishtian Bahawalnagar,Govt Post Graduate College For Women Chishtian Bahawalnagar,FA FSc Pre Engineering FSc Pre Medical ICS ICom,Public,0*,0*,Bahawalnagar
Institute Of Business & Finance Rawalpindi,"34-B/1, Civil Lines, Near Karachi Chowk, Rawalpindi",Icom FA ICS FSc Pre Engineering FSc Pre Medical,Private,0*,0*,Rawalpindi
Mishwani College Of Commerce And Accounting Abbottabad,"Street # 3, Jinnahabad Colony, Abbottabad.",FA FSc Pre Engineering FSc Pre Medical ICS Computer Science ICom,Private,0*,0*,Abbottabad
Government Post Graduate College Dargai Malakand,Government Post Graduate College Dargai Malakand,FA Icom FSc Pre Engineering FSc Pre Medical,Public,2*,2*,Malakand
Govt Degree College For Women Kunjah Gujrat,Kunjah Gujrat,FA FSc Pre Engineering FSc Pre Medical ICS Computer Science ICom FA General Science ,Public,0*,0*,Gujrat
Govt Boys Degree College Hasilpur Bahawalpur,Govt Boys Degree College Hasilpur Bahawalpur,FA FSc Pre Engineering FSc Pre Medical ICS Computer Science,Public,0*,0*,Bahawalpur
Acme College Of Excellence Sargodha,FAISAL ABAD ROAD,FA Fsc Pre Engreening FSc Pre Medical ICom ICs Computer Science,Private,5*,5*,Sargodha
KIPS Campus Gujranwala,Gujranwala,ICS Computer Science FSc Pre Medical FSc Pre Engineering ICom FA,Private,3*,3*,Gujrawala
Govt Degree College Sargodha,"Govt Degree College Chak NO.90 S.B, Sargodha ",Fsc Pre Medical FSc Pre Engineering ICs Computer Science FA FSc General Science,Public,0*,0*,Sargodha
Quaid-e-Azam Group of Colleges Lahore (Main Campus),"95- Main Ferozepur Road, Lahore",FSc Pre Engineering Fsc Pre Medical ICS I.Com FA,Private,0*,0*,Lahore
NKFACT Institute of Computer Science,"49-G, ICS Stop, Model Town, Lahore",FA Fsc ICOM ICS,Private,0*,0*,Lahore
Cadet College Pasrur,Cadet College Pasrur Sialkot,FSc Pre Medical Fsc Pre Engineering ICS ICom,Private,0*,0*,Sialkot
Govt Degree College For Women Hassan Abdal Attock,"Abbot Abad Mor, Opposite Cadet College Hassan Abdal",FA FSc Pre Engineering Fsc Pre Medical FSc General Science FSc Computer Science Combination,Public,0*,0*,Attock
"Ashrafia Girls College, Lahore",Ferozepur Road Lahore,FA FSc Pre Engineering FSc Pre Medical ICS,Private,3.25*,3*,Lahore
The Muslim Education System Peshawar,"Northern By-Pass, Dalazak Road, Peshawar",FA Icom ICs Computer Science FSc Pre Medical FSc Pre Engineering DCom,Private,4*,4*,Peshawar
Federal Govt Degree College Quetta Cantt,Federal Govt Degree College Quetta Cantt,FSc Pre Engineering Fsc Pre Medical FA ICs Computer Science,Private,2*,2*,Quetta
Govt College For Women D-Type Colony Faisalabad,Govt College For Women D-Type Colony Faisalabad,FA Fsc Pre-Medical FSc Pre-Engineering FA General Science ICS ICom,Public,0*,0*,Faisalabad
Ghazali Premier College Lahore,"5-E Samanberg, Johar Town, Lahore.",FA FSc Pre Engineering FSc Pre Medical ICS Icom A level,Private,0*,0*,Lahore
The Mentor Group of College Islamabad,"The Mentor Group of Colleges, Ahmed Plaza, Block-B, PWD Housing Society, Main Road, Islamabad",FSc Pre Medical FSc Pre Engineering ICs Computer Science ICom A Levels,Private,0*,0*,Islamabad
Garrison Public School And College Dera Ghazi Khan,"Main Multan Road, Near Darbar Ameer Shah Dera Ghazi Khan",FSc pre Engineering Fsc pre Medical ICs Computer Science FA ICom,Private,3.25*,3*,Dera Ghazi  Khan
Punjab Group of Colleges Fateh Jang,"1/2 KM, Kohat Road near Tehsil Headquarter & Degree College Morh Fateh Jang",ICS Computer Science FA FSc Pre Medical FSc Pre Engineering ICom FA General Science,Private,0*,0*,Jang
Federal Government College of Home Economics and Management Sciences,F-7/2 ISLAMABAD,FA Home Economics FA,Private,0*,0*,ISLAMABAD
Concordia College Kasur,Capt naseem hayat shaheed road.near The Educators School Kasur,FA Icom ICS FSc Pre Engineering FSc Pre Medical,Private,0*,0*,Kasur
SAN Institute of Management Sciences Lahore,"29-C/1, Gulberg-III, Lahore - ",FA Icom ICS Computer Science Fsc Pre Engineering Fsc Pre Medical,Private,0*,0*,Lahore
Faisalabad College of Commerce Jaranwala Road Faisalabad,Faisalabad College of Commerce 107-C-1 Peoples Colony Jaranwala Road Faisalabad,FA Fsc Pre Medical FSc Pre Engineering ICS Computer Science ICom,Public,5*,5*,Faisalabad
Tariq Bin Zaid School & College Sahiwal,"8-A, Fateh Sher Colony, Sahiwal",FA FSc Pre Engineering FSc Pre Medical FA General Science ICS Computer Science ICom,Private,2*,2*,Sahiwal
Leads Group of Colleges Sahiwal,Leads Group of Colleges Sahiwal,FA FSc Pre Engineering FSc Pre Medical FA General Science ICS Computer Science ICom,Private,0*,0*,Sahiwal
"Imperial Degree College, Karachi","B-1, Block-16, Gulistan-e-Jauhar Karachi",FA FSc Pre Medical FSc Pre Engineering Icom,Private,1.5*,2*,Karachi
Islamabad Model College for Boys I-8/3 Islamabad,"Islamabad Model College for Boys, I-8/3, islamabad",FSc Pre-Medical FSc Pre-Engineering ICom ICS FA FA General Science,Private,0*,0*,islamabad
Dr. A.Q Khan School System & College Islamabad,"Dr.A.Q Khan School System & College, Ibraheem Campus, House No.1845-U &W, Street No.18/2, Block B, National Police Foundation, O-9, Islamabad",ICs Computer Science FSc Pre Medical ICom FSc Pre Engineering FA,Private,0*,0*,Islamabad
Govt Nawab Mumtaz Degree College For Women Gujrat,Daulat Nagar Gujrat,FA FSc Pre-Engineering FSc Pre-Medical FA General Science,Public,0*,0*,Gujrat
Hitec Degree College Peshawar,"Near Shafique Saraey, Gulberg No. 2, Peshawar Cantt.",FSc Pre Engineering FSc Pre Medical FCs Computer Science FA Arts ICS Computer Science,Private,0*,0*,Peshawar
Indus Group of Colleges Rawalpindi,"Indus College Of Commerce Rawalpindi: 89-A, Satellite Town, 6th Road, Rawalpindi. Landmarks : 6th Road",Icom ICs Computer Science FSc Pre Medical FSc Pre Engineering,Private,0*,0*,Rawalpindi
"Madar-e-Millat Degree Girls College, Karachi","Steel Town, Karachi",FA Fsc Pre Medical FSc Pre Engineering,Private,3.75*,4*,Karachi
Govt Institute of Commerce Shahdara Lahore,"Shahdara Chowk, Shahdara Lahore",Icom Diploma in Commerce FA Fsc Pre Engineering FSc Pre Medical ICS,Private,0*,0*,Lahore
Mirpur High School and College Mirpur Azad Kashmir,"F11-1, Sector A5, Mipur Azad Kashmir, ",FA Icom ICs Computer Science Fsc Pre Medical FSc Pre Engineering,Private,0*,0*,Kashmir
Govt College For Women Dina Jhelum,Govt College For Women Dina Jhelum,FA FSc Pre-Engineering FSc Pre-Medical ICS ICom FA General Science,Public,1*,1*,Jehlum
Govt College of Commerce Dera Ghazi Khan,Govt College of Commerce Dera Ghazi Khan,Dcom FSc Pre Engineering FA FSc Pre Medical ICs Computer Science ICom ACCA DBA,Public,0*,0*,Dera Ghazi Khan 
ILM Group of Colleges Multan,Main Market Mumtazabad Multan,FSc Pre Medical FSc Pre Engineering ICS ICom FA FA General Sciences,Private,0*,0*,Multan
Govt Degree College For Women Phool Nagar Kasur,Govt Degree College For Women Phool Nagar Kasur,FA FSc Pre-Engineering FSc Pre-Medical ICS ICom FA General Science,Public,0*,0*,Kasur
Govt Degree College Sagheer Shaheed Park For Women Gujranwala,Govt Degree College Sagheer Shaheed Park For Women Nowshera Road Gujranwala,FA FSc Pre-Engineering FSc Pre-Medical ICS FA General Science Icom,Public,0*,0*,Gujrawala
Govt College Of Technology Gujranwala,Govt College of Technology Gujranwala,DAE Electrical DAE Electronics DAE Mechanical DAE Instrumentation DAE Mechatronics,Public,0*,0*,Gujrawala
Govt College For Women Attock,Govt College For Women Attock,FA Fsc Pre Medical FSc Pre Engineering ICS FA General Science,Public,2*,2*,Attock
Govt College For Women Ayub Research Institute Jhang Road Faisalabad,Govt College For Women Ayub Research Institute Jhang Road Faisalabad,FSc Pre-Medical FSc Pre-Engineering ICS FA General Science FA ICom,Public,0*,0*,Faisalabad
Punjab College for Women Vehari,Ludan Road Vehari,FA Icom ICs Computer Science Fsc Pre Medical FSc Pre Engineering,Private,4*,4*,Vehari
Superior Group of Colleges Depalpur,Opposite Grid Station Okara Road Depalpur,FA FSc Pre Engineering FSc Pre Medical ICS IComFSc General Science,Private,3*,3*,Depalpur
"Govt. College of Commerce, Vehari","Near City Police Station, Vehari",ICom,Private,5*,5*,Vehari
Malakand Public School & College Dargai,"Dargai, Malakand",FA Icom FSc Pre Medical FSc Pre Engineering ICS Computer Science,Private,0*,0*,Malakand
Punjab Group of Colleges Pasrur,"1-KM Sialkot Road,Opposite Sugar Mill, Pasrur",FA ICS Computer Science FSc Pre Medical FSc Pre Engineering FA General Science ICom,Private,2*,2*,Pasrur
Govt Jamia Nusrat College for Women Chenab Nagar District Chiniot,Govt Jamia Nusrat College for Women Chenab Nagar District Chiniot,FA FSc Pre Engineering FSc Pre Medical ICS Computer Science ICom,Public,4*,4*,Chiniot
Afridi Model School & College,Near Pushtakhara Chowk Ring Road Peshawar,FA Icom ICs Computer Science Fsc Pre Medical FSc Pre Engineering,Private,3*,3*,Peshawar
Leads Group of Colleges Bahawalpur,College Road Rafi Garden Bahawalpur,FA FSc Pre-Engineering FSc Pre-Medical FA General Science ICS ICom,Private,0*,0*,Bahawalpur
Al Hamd Institute of Sciences Sargodha,"87-A, Satellite Town Sargodha",FA Icom FSc Pre Medical FSc Pre Engineering ICS Computer Science,Private,0*,0*,Sargodha
Allied Science College,"1 Sialkot Road, Near Session Court, Gujranwala",FA FSc Pre-Engineering FSc Pre-Medical ICS ICom FA General Science,Private,1.5*,2*,Gujrawala
Govt College For Women Sumandari Faisalabad,Govt College For Women Sumandari Faisalabad,FA FSc Pre-Engineering FSc Pre-Medical FA General Science ICS ICom,Public,0*,0*,Faisalabad
Quaid-e-Azam Group of Colleges Sheikhupura,Quaid-e-Azam Group of Colleges Sheikhupura,FA ICS Computer Science FSc Pre Engineering FSc Pre Medical ICom FSc General Science,Private,0*,0*,Sheikhupura
Govt Boys Degree College Hazro Attock,Hazro Attock,FA FSc Pre Engineering FSc Pre Medical FA General Science ICS,Public,2*,2*,Attock
Aligarh College for Women Lahore,"38-47/C-II, Ghalib Road, Gulberg-III, Lahore",FSc Pre Medical Fsc Pre Engineering ICs Computer Science ICom FA,Private,0*,0*,Lahore
Petroman Institute Islamabad,"27-E, 2nd Floor, Ali Plaza, Fazale-eHaq Road, Blue Area, Islamabad",Icom Fsc Pre Engineering ICS FSc Pre Medical FA,Private,0*,0*,Islamabad
Islamabad College for Girls Islamabad,"Islamabad College for Girls, F-6/2, Islamabad",FA FSc Pre-Engineering FSc Pre-Medical FA General Science ICS ICom,Private,0*,0*,Islamabad
Govt College For Women Peoples Colony Faisalabad,"Govt College For Women Peoples Colony # 2, Faisalabad",FA Fsc Pre-Medical FSc Pre-Engineering ICS FA General Science ICom,Public,0*,0*,Faisalabad
Aviation Army Public School And College Rawalpindi,Dhamial Campus Rawalpindi,FA Icom ICS FSC Pre medical FSc Pre Engineering,Private,0*,0*,Rawalpindi
Govt Institute of Commerce Tehsil Bhalwal District Sargodha,"Kotmoman Road, Bhalwal",Icom FA DCom,Public,0*,0*,Bhalwal
Pakistan Cadet School and College Murree," Cadet School & College Murree Sunny Bank Murree Hills,",FSc Pre Medical FSc Pre Engineering ICS FA Arts,Private,0*,0*,Murree
Govt College Of Commerce Sahiwal,Govt College of Commerce Sahiwal,Icom ICS Computer Science DCom,Private,0*,0*,Sahiwal
Govt Post Graduate College For Women Bahawalnagar,Govt Post Graduate College For Women Bahawalnagar,FA FSc Pre Engineering FSc Pre Medical ICS ICom,Public,0*,0*,Bahawalnagar
Bahria Foundation College Rawalpindi Cantt,"Bahria Foundation College, House No.99, Hali Road, Westridge-I, Rawalpindi Cantt",Fsc Pre Engineering FSc Pre Medical ICS ICOM FA,Private,0*,0*,Rawalpindi
Govt Boys Degree College Kharian Gujrat,Govt Boys Degree College Kharian Gujrat,FA FSc Pre Engineering FSc Pre Medical ICS Computer Science ICom FA General Science ,Public,0*,0*,Gujrat
"Govt. College of Commerce, Gojra, District Toba Tek Singh","Gufar Park, Painsara Road, Gojra",ICom,Private,0*,0*,Gojra
Govt Boys Degree College Abdul Hakim Kabirwala Khanewal,Govt Boys Degree College Abdul Hakim Kabirwala Khanewal,FA FSc Pre Engineering FSc Pre Medical ICS Computer Science ICom FA General Science ,Public,0*,0*,Khanewal
Global Post Graduate College Abbottabad,"Tanchi Chock Rauf Building Opp. Forest. Office Road, Abbottabad",FA Fsc Pre Medical FSc Pre Engineering,Private,0*,0*,Abbottabad
Nusrat Jahan Girls College Rabwa Chenab Nagar,Nusrat Jahan Girls College Rabwa Chenab Nagar,FA Fsc Pre-Engineering FSc Pre-Medical ICS FA General Science,Public,0*,0*,Nagar
Punjab Group of Colleges Sharaqpur,"3-Km, main Jaranwala Road, Sharaqpur",FA ICS Computer Science FSc Pre Medical FSc Pre Engineering ICom FA General Science,Private,3.5*,4*,Sharaqpur
The Muslim Postgraduate College of Commerce and Management Sciences,"Eid Gah Road, Zaryab Colony, Peshawar",Fsc Pre-Medical FSc Pre-Engineering ICS DCom DBA DAE Civil DAE Electrical FA FA General Science ICom,Private,0*,0*,Peshawar
Govt Girls Higher Secondary School Shahdara Town Lahore,Govt Girls Higher Secondary School Shahdara Town Lahore,FSc Pre Medical FSc Pre Engineering ICom ICS FA Arts FA General Science,Public,0*,0*,Lahore
Peshawar Model Degree Colleges Mardan,"Minjawara Stop, Nisata Road, Mardan",FA Icom FSc Pre Engineering FSc Pre Medical ICs Computer Science,Private,0*,0*,Mardan
Punjab Group of Colleges Muzaffargarh,Alipur Road near Dist. HQ Hospital,FA ICS Computer Science FSc Pre Medical FSc Pre Engineering ICom FA General Science,Private,2.25*,2*,Mazaffargargh
ITM College of Commerce 8-University Road Sargodha,ITM College of Commerce 8-University Road Sargodha,FA Fsc Pre-Medical FSc Pre-Engineering ICS Icom FA IT,Private,5*,5*,Sargodha
Concordia Colleges Multan,"College Chowk, Bosan Road, Multan",FA ICS Computer Science FSc Pre Medical FSc Pre Engineering ICom  ,Private,0*,0*,Multan
"Govt. College of Commerce, Mianwali",Near Govt.Poultry Form Mianwali,ICom,Private,0*,0*,Mianwali
Govt Boys Degree College Dinga Gujrat,Govt Boys Degree College Dinga Gujrat,FA FSc Pre Engineering FSc Pre Medical ICS Computer Science ICom,Public,0*,0*,Gujrat
Karlot Residential College Islamabad,"Karlot Residential College Main Murree Road, Near Chatter Park, Islamabad.",ICS FA FSc Pre-Medical FSc Pre-Engineering ICom FA General Science,Private,0*,0*,Islamabad
Rawat Residential College Islamabad,"Rawat Residential College, Navy Road, Rawat (F.A), Islamabad",FA ICS ICom FSc Pre Engineering FSc Pre Medical,Private,0*,0*,Islamabad
Kings' College of Management & Commerce Multan,"1-C, Y Block, Main Boulevard, Madni Chowk, New Multan, Multan",FA Icom,Private,5*,5*,Multan
"Govt. Institute of Commerce, Shahpur Sadar, District Sargodha","Riaz-ul-Khatib Colony Road, Shahpur Sadar",FA Icom DCom,Private,0*,0*,Sadar
"The Boston College, Lahore",1-Riwaz Garden Lower Mall,FA FA General Science ICS FSc  ICOM,Private,0*,0*,Lahore
